"Customer ID","Number of Referrals","Tenure in Months",Offer,"Phone Service","Avg Monthly Long Distance Charges","Multiple Lines","Internet Type","Avg Monthly GB Download","Online Security","Online Backup","Device Protection Plan","Premium Tech Support","Streaming TV","Streaming Movies","Streaming Music","Unlimited Data",Contract,"Paperless Billing","Payment Method","Monthly Charge","Total Charges","Total Refunds","Total Extra Data Charges","Total Long Distance Charges","Total Revenue",City,"Zip Code",Latitude,Longitude,Population,Gender,Age,Married,"Number of Dependents","Satisfaction Score","Customer Status","Churn Label","Churn Score",CLTV,"Churn Category","Churn Reason"
9776-CLUJA,1,51,None,Yes,17.87,Yes,"Fiber Optic",9,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",77.5,3807.35,0,0,911.37,4718.72,Sacramento,95829,38.486502,-121.334051,"11,396",Female,69,Yes,0,1,Churned,Yes,96,5748,Competitor,"Competitor offered more data"
3551-HUAZH,0,1,"Offer E",Yes,11.08,Yes,"Fiber Optic",12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.4,74.4,0,0,11.08,85.48,Brownsville,95919,39.440687,-121.263583,"1,237",Male,68,No,0,2,Churned,Yes,89,3429,Price,"Price too high"
8634-MPHTR,1,47,None,Yes,8.97,Yes,"Fiber Optic",19,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",100.05,4871.05,0,0,421.59,5292.64,Forbestown,95941,39.531028,-121.24807,452,Male,68,Yes,0,1,Churned,Yes,91,5166,Attitude,"Attitude of support person"
2474-BRUCM,1,40,None,Yes,2.85,Yes,"Fiber Optic",3,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,"Bank Withdrawal",101.85,4086.3,0,0,114,4200.3,Redding,96002,40.527834,-122.318749,"30,338",Male,76,Yes,0,1,Churned,Yes,84,2837,Other,"Don't know"
0616-ATFGB,1,1,"Offer E",No,0,No,Cable,18,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",25.05,25.05,0,0,0,25.05,"Shasta Lake",96019,40.692523,-122.369876,"6,277",Male,74,Yes,0,1,Churned,Yes,95,2119,Competitor,"Competitor had better devices"
7235-NXZCP,0,2,"Offer E",Yes,45.41,Yes,"Fiber Optic",18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",74.85,156.4,0,0,90.82,247.22,Hornbrook,96044,41.962127,-122.527696,"1,026",Male,79,No,0,2,Churned,Yes,84,5378,Competitor,"Competitor made better offer"
6661-HBGWL,0,42,None,Yes,16.22,Yes,"Fiber Optic",12,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",104.75,4323.45,0,0,681.24,5004.69,Mineral,96063,40.408796,-121.579609,124,Female,69,No,0,1,Churned,Yes,79,2984,Dissatisfaction,"Network reliability"
9317-WZPGV,0,2,"Offer E",Yes,39.63,No,"Fiber Optic",23,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",79.75,159.4,0,10,79.26,248.66,Paskenta,96074,39.884395,-122.587513,263,Female,74,No,0,3,Churned,Yes,77,4038,Price,"Extra data charges"
3621-CEOVK,1,14,None,Yes,47.01,Yes,"Fiber Optic",19,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",100.2,1369.8,0,0,658.14,2027.94,"Trinity Center",96091,41.081847,-122.700545,734,Female,71,Yes,0,1,Churned,Yes,90,3369,Dissatisfaction,"Service dissatisfaction"
7632-MNYOY,0,66,None,Yes,9.9,Yes,"Fiber Optic",25,No,Yes,Yes,Yes,Yes,Yes,No,Yes,"One Year",No,"Credit Card",110.9,7432.05,0,0,653.4,8085.45,"Tahoe Vista",96148,39.24124,-120.054765,678,Male,69,No,0,3,Churned,Yes,93,4389,Attitude,"Attitude of service provider"
9248-OJYKK,0,1,None,Yes,3.84,Yes,"Fiber Optic",13,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",76.45,76.45,0,10,3.84,90.29,"San Diego",92121,32.898613,-117.202937,"4,258",Male,74,No,0,3,Churned,Yes,95,3763,Competitor,"Competitor made better offer"
3398-FSHON,0,12,None,Yes,34.01,Yes,"Fiber Optic",18,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",91.3,1094.5,0,0,408.12,1502.62,"San Diego",92121,32.898613,-117.202937,"4,258",Female,79,No,0,2,Churned,Yes,94,4703,Competitor,"Competitor made better offer"
3319-DWOEP,0,6,"Offer E",Yes,47.9,No,"Fiber Optic",6,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.75,573.75,0,0,287.4,861.15,"San Diego",92121,32.898613,-117.202937,"4,258",Male,69,Yes,0,3,Churned,Yes,90,5750,Competitor,"Competitor made better offer"
0818-OCPZO,0,27,None,Yes,42.91,Yes,"Fiber Optic",5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",81.45,2122.05,0,0,1158.57,3280.62,"Los Angeles",90059,33.927254,-118.249826,"38,128",Male,80,No,0,3,Churned,Yes,83,2571,Competitor,"Competitor offered more data"
1389-CXMLU,0,3,"Offer E",Yes,26.32,Yes,"Fiber Optic",8,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",91.05,289.1,0,0,78.96,368.06,Downey,90242,33.921793,-118.140588,"42,459",Male,65,No,0,2,Churned,Yes,91,2194,Competitor,"Competitor made better offer"
5561-NWEVX,1,2,"Offer E",Yes,17.73,Yes,"Fiber Optic",18,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",79.2,172.85,0,0,35.46,208.31,"Hermosa Beach",90254,33.86532,-118.396336,"18,693",Female,78,Yes,0,3,Churned,Yes,67,4225,Price,"Price too high"
2272-QAGFO,0,14,None,Yes,35.07,Yes,"Fiber Optic",10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.3,1096.25,0,0,490.98,1587.23,Inglewood,90304,33.936827,-118.359824,"28,680",Female,75,No,0,3,Churned,Yes,71,5342,Dissatisfaction,"Service dissatisfaction"
3768-NLUBH,1,57,"Offer B",Yes,42.1,Yes,"Fiber Optic",3,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,"Bank Withdrawal",100.6,5746.15,0,0,2399.7,8145.85,Torrance,90503,33.840399,-118.353714,"41,979",Male,73,Yes,0,1,Churned,Yes,74,5247,Dissatisfaction,"Network reliability"
7359-SSBJK,0,64,"Offer B",Yes,29.12,No,DSL,24,Yes,Yes,No,Yes,Yes,No,No,Yes,"Two Year",Yes,"Credit Card",70.2,4481,0,0,1863.68,6344.68,Whittier,90605,33.960891,-118.032222,"38,181",Female,80,No,0,1,Churned,Yes,89,6080,Price,"Lack of affordable download/upload speed"
0685-MLYYM,0,2,"Offer E",Yes,9.86,No,"Fiber Optic",21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",70.75,154.85,0,0,19.72,174.57,"Buena Park",90620,33.845706,-118.012204,"44,442",Female,74,No,0,2,Churned,Yes,96,4407,Price,"Long distance charges"
7957-RYHQD,0,40,"Offer B",Yes,44.86,No,"Fiber Optic",4,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",79.2,3233.85,0,0,1794.4,5028.25,Bellflower,90706,33.887676,-118.127289,"72,893",Female,65,No,0,1,Churned,Yes,94,3207,Price,"Price too high"
6230-BSUXY,0,1,None,Yes,42.5,No,"Fiber Optic",8,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",85,85,0,0,42.5,127.5,Paramount,90723,33.897122,-118.164432,"55,306",Female,71,No,0,2,Churned,Yes,93,2650,Dissatisfaction,"Network reliability"
3990-QYKBE,3,37,None,Yes,49.37,Yes,"Fiber Optic",4,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",92.5,3473.4,0,0,1826.69,5300.09,"La Canada Flintridge",91011,34.234912,-118.153729,"20,200",Male,74,Yes,0,1,Churned,Yes,95,4127,Competitor,"Competitor had better devices"
9274-CNFMO,1,4,None,Yes,28.11,Yes,"Fiber Optic",27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",74.95,308.7,0,0,112.44,421.14,Pacoima,91331,34.255442,-118.421314,"97,318",Male,76,Yes,0,2,Churned,Yes,69,3716,Competitor,"Competitor offered more data"
3005-NFMTA,0,55,"Offer B",Yes,8.93,Yes,"Fiber Optic",21,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",98.8,5617.75,0,0,491.15,6108.9,Valencia,91354,34.457005,-118.573726,"17,846",Male,73,No,0,2,Churned,Yes,69,5543,Price,"Price too high"
5389-FFVKB,1,32,None,Yes,2.08,No,"Fiber Optic",25,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",80.3,2483.05,0,0,66.56,2549.61,"Thousand Oaks",91360,34.214054,-118.88109,"42,526",Male,71,Yes,0,1,Churned,Yes,94,5365,Dissatisfaction,"Service dissatisfaction"
8444-WRIDW,0,66,None,Yes,45.59,Yes,"Fiber Optic",24,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",80.45,5224.35,0,140,3008.94,8373.29,"Thousand Oaks",91362,34.191842,-118.822796,"33,057",Female,72,No,0,2,Churned,Yes,79,5011,Attitude,"Attitude of support person"
5868-YWPDW,1,6,None,Yes,40.44,No,"Fiber Optic",25,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.2,519.15,0,0,242.64,761.79,"Sherman Oaks",91423,34.146957,-118.432138,"29,387",Male,76,Yes,0,2,Churned,Yes,72,5834,Dissatisfaction,"Limited range of services"
1273-MTETI,0,4,None,Yes,12.86,Yes,"Fiber Optic",4,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",88.85,372.45,0,0,51.44,423.89,"Rancho Cucamonga",91737,34.245289,-117.642503,"23,079",Female,69,No,0,3,Churned,Yes,74,2754,Other,"Don't know"
5480-HPRRX,0,3,None,No,0,No,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",25.3,77.75,0,0,0,77.75,Glendora,91740,34.119363,-117.855059,"25,135",Female,80,No,0,3,Churned,Yes,74,3542,Attitude,"Attitude of support person"
7234-FECYN,0,8,None,Yes,43.98,Yes,"Fiber Optic",27,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,"Bank Withdrawal",101.35,780.5,0,0,351.84,1132.34,"San Gabriel",91776,34.089927,-118.095645,"38,041",Female,78,No,0,3,Churned,Yes,68,5546,Attitude,"Attitude of support person"
1400-MMYXY,1,3,None,Yes,41.3,Yes,"Fiber Optic",2,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",105.9,334.65,0,0,123.9,458.55,Alhambra,91801,34.090925,-118.128164,"54,382",Male,71,Yes,0,2,Churned,Yes,71,2715,Attitude,"Attitude of service provider"
7142-HVGBG,1,43,"Offer B",Yes,17.43,Yes,"Fiber Optic",26,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",103,4414.3,0,0,749.49,5163.79,"Mount Laguna",91948,32.830852,-116.444601,81,Male,73,Yes,0,1,Churned,Yes,91,2505,Competitor,"Competitor had better devices"
1564-NTYXF,0,13,None,Yes,4.45,Yes,"Fiber Optic",25,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",82,1127.2,0,0,57.85,1185.05,"San Marcos",92078,33.119028,-117.166036,"6,760",Female,79,No,0,2,Churned,Yes,91,3363,Attitude,"Attitude of support person"
0886-QGENL,1,27,None,Yes,45.82,No,"Fiber Optic",13,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",101.25,2754.45,0,0,1237.14,3991.59,"San Diego",92104,32.741499,-117.127409,"47,689",Female,72,Yes,0,1,Churned,Yes,77,4853,Attitude,"Attitude of service provider"
8739-WWKDU,0,25,None,Yes,18.46,Yes,"Fiber Optic",3,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.5,2196.15,0,0,461.5,2657.65,"San Diego",92109,32.787836,-117.232376,"46,086",Male,69,No,0,1,Churned,Yes,90,4849,Competitor,"Competitor had better devices"
8685-WHQPW,0,22,None,Yes,5.09,Yes,"Fiber Optic",23,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",74.4,1692.6,0,0,111.98,1804.58,"San Diego",92110,32.76501,-117.19938,"24,169",Female,79,No,0,1,Churned,Yes,81,2407,Competitor,"Competitor had better devices"
7240-FQLHE,1,18,None,Yes,25.27,Yes,"Fiber Optic",15,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,"Bank Withdrawal",99.75,1836.25,0,0,454.86,2291.11,"San Diego",92114,32.707892,-117.05512,"66,838",Female,68,Yes,0,2,Churned,Yes,68,5857,Attitude,"Attitude of support person"
6664-FPDAC,0,56,"Offer B",Yes,19.46,Yes,"Fiber Optic",28,No,Yes,Yes,Yes,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",111.95,6418.9,0,0,1089.76,7508.66,"San Diego",92115,32.762506,-117.07245,"56,887",Female,77,No,0,3,Churned,Yes,91,4060,Attitude,"Attitude of service provider"
0786-VSSUD,0,16,None,No,0,No,DSL,24,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Mailed Check",39,679.85,0,0,0,679.85,"San Diego",92123,32.808814,-117.134694,"25,232",Male,68,No,0,1,Churned,Yes,92,5692,Competitor,"Competitor had better devices"
6583-QGCSI,1,50,"Offer B",Yes,37.12,Yes,"Fiber Optic",4,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",88.05,4367.35,0,100,1856,6323.35,"Indian Wells",92210,33.537646,-116.291089,"3,873",Female,79,Yes,0,3,Churned,Yes,87,5813,Competitor,"Competitor made better offer"
1980-KXVPM,0,3,None,Yes,23.82,Yes,"Fiber Optic",30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",75.05,256.25,0,0,71.46,327.71,"El Centro",92243,32.770393,-115.60915,"43,712",Female,68,No,0,1,Churned,Yes,83,3553,Competitor,"Competitor had better devices"
0723-DRCLG,1,1,None,Yes,31.27,Yes,"Fiber Optic",11,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",74.45,74.45,0,10,31.27,115.72,Fallbrook,92028,33.362575,-117.299644,"42,239",Female,73,Yes,0,2,Churned,Yes,94,2394,Other,"Don't know"
6894-LFHLY,0,1,None,Yes,8.35,Yes,"Fiber Optic",23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.75,75.75,0,0,8.35,84.1,Escondido,92027,33.141265,-116.967221,"48,690",Male,79,No,0,1,Churned,Yes,90,5571,Competitor,"Competitor made better offer"
8361-LTMKD,0,4,None,Yes,10.61,Yes,"Fiber Optic",8,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Mailed Check",74.4,306.6,0,20,42.44,369.04,Fallbrook,92028,33.362575,-117.299644,"42,239",Male,75,Yes,0,2,Churned,Yes,77,5839,Competitor,"Competitor made better offer"
3841-NFECX,3,71,None,Yes,47.02,Yes,"Fiber Optic",12,Yes,Yes,Yes,Yes,No,No,No,Yes,"Two Year",Yes,"Credit Card",96.35,6766.95,0,0,3338.42,10105.37,"Los Angeles",90033,34.050198,-118.210946,"49,431",Female,69,Yes,0,4,Stayed,No,38,5309,,
4929-XIHVW,10,2,"Offer E",Yes,33.1,No,"Fiber Optic",11,No,No,Yes,No,Yes,Yes,No,No,"One Year",Yes,"Credit Card",95.5,181.65,0,10,66.2,257.85,"Los Angeles",90034,34.030578,-118.399613,"58,218",Male,79,Yes,0,5,Joined,No,69,4449,,
3413-BMNZE,0,1,"Offer E",Yes,11.89,No,DSL,12,No,No,No,No,No,No,No,Yes,"One Year",No,"Bank Withdrawal",45.25,45.25,0,0,11.89,57.14,"Los Angeles",90037,34.002642,-118.287596,"56,709",Male,71,No,0,3,Joined,No,40,3144,,
8012-SOUDQ,0,43,"Offer B",Yes,12.58,Yes,"Fiber Optic",26,No,Yes,No,No,Yes,No,No,Yes,"One Year",Yes,"Bank Withdrawal",90.25,3838.75,0,0,540.94,4379.69,"Los Angeles",90059,33.927254,-118.249826,"38,128",Female,65,No,0,4,Stayed,No,52,2223,,
6575-SUVOI,9,25,None,Yes,30.6,Yes,DSL,2,Yes,No,No,Yes,Yes,No,No,Yes,"One Year",Yes,"Credit Card",69.5,1752.65,0,0,765,2517.65,"Los Angeles",90062,34.003553,-118.308933,"29,299",Female,65,Yes,0,4,Stayed,No,25,3154,,
4667-QONEA,9,60,"Offer B",Yes,48.9,No,Cable,16,Yes,Yes,Yes,Yes,No,Yes,No,Yes,"One Year",Yes,"Credit Card",74.85,4456.35,0,0,2934,7390.35,"Los Angeles",90064,34.037251,-118.423573,"24,505",Female,72,Yes,0,3,Stayed,No,59,5153,,
5067-XJQFU,3,66,None,Yes,21.79,Yes,"Fiber Optic",9,No,Yes,Yes,Yes,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",108.45,7076.35,0,0,1438.14,8514.49,"Los Angeles",90067,34.057496,-118.413959,"2,527",Male,77,Yes,0,5,Stayed,No,74,4582,,
1891-QRQSA,9,64,"Offer B",Yes,16.33,Yes,"Fiber Optic",10,Yes,No,Yes,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",111.6,7099,0,0,1045.12,8144.12,Downey,90241,33.940884,-118.128628,"40,152",Male,71,Yes,0,4,Stayed,No,69,4881,,
2673-CXQEU,0,56,None,Yes,47.13,Yes,"Fiber Optic",29,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"One Year",No,"Bank Withdrawal",110.5,6139.5,0,0,2639.28,8778.78,Gardena,90247,33.890853,-118.297967,"47,758",Female,73,No,0,4,Stayed,No,21,4463,,
0191-ZHSKZ,0,30,None,Yes,38.61,No,DSL,5,Yes,Yes,No,No,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",74.75,2111.3,0,0,1158.3,3269.6,Hawthorne,90250,33.914775,-118.348083,"93,315",Male,80,No,0,4,Stayed,No,55,3033,,
2424-WVHPL,0,1,None,Yes,27.65,No,"Fiber Optic",2,No,No,No,Yes,No,No,No,Yes,"One Year",No,"Bank Withdrawal",74.7,74.7,0,0,27.65,102.35,"Redondo Beach",90278,33.873395,-118.37019,"37,322",Male,79,No,0,5,Joined,No,60,4182,,
5386-THSLQ,0,66,"Offer A",No,0,No,Cable,9,No,Yes,Yes,No,Yes,No,No,Yes,"One Year",No,"Bank Withdrawal",45.55,3027.25,0,0,0,3027.25,"Santa Monica",90402,34.035849,-118.503508,"11,509",Female,65,Yes,0,5,Stayed,No,28,6238,,
2639-UGMAZ,0,71,"Offer A",No,0,No,DSL,20,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",56.45,3985.35,0,0,0,3985.35,Artesia,90701,33.867593,-118.080637,"16,398",Male,73,No,0,3,Stayed,No,68,5372,,
3146-MSEGF,1,72,"Offer A",Yes,20.48,Yes,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",88.05,6425.65,0,0,1474.56,7900.21,Paramount,90723,33.897122,-118.164432,"55,306",Female,71,Yes,0,3,Stayed,No,8,6102,,
1131-QQZEB,7,71,"Offer A",Yes,30.72,Yes,None,0,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",23.95,1756.2,0,0,2181.12,3937.32,"Sunset Beach",90742,33.719221,-118.073596,"1,107",Male,66,Yes,0,3,Stayed,No,52,4329,,
2504-DSHIH,1,23,None,Yes,42.59,Yes,"Fiber Optic",2,No,No,No,No,No,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",86.8,1975.85,0,0,979.57,2955.42,"Thousand Oaks",91360,34.214054,-118.88109,"42,526",Male,66,Yes,0,3,Stayed,No,38,5788,,
9058-HRZSV,2,65,None,Yes,38.32,No,"Fiber Optic",25,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",94.4,6126.15,0,0,2490.8,8616.95,"Baldwin Park",91706,34.098275,-117.967399,"76,890",Female,77,Yes,0,4,Stayed,No,7,5348,,
4522-AKYLR,0,13,None,Yes,10.51,No,DSL,20,No,Yes,Yes,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",54.8,731.3,0,0,136.63,867.93,"Chino Hills",91709,33.942895,-117.725644,"66,754",Female,68,No,0,4,Stayed,No,7,5557,,
0221-WMXNQ,0,4,"Offer E",Yes,36.4,No,"Fiber Optic",29,Yes,No,No,No,No,No,No,Yes,"One Year",No,"Bank Withdrawal",75.35,273.4,0,0,145.6,419,Chino,91710,33.990646,-117.663025,"75,319",Male,66,No,0,3,Stayed,No,40,4033,,
5046-NUHWD,5,29,None,No,0,No,Cable,23,Yes,No,Yes,No,No,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",45,1228.65,0,0,0,1228.65,"Hacienda Heights",91745,33.998471,-117.973758,"53,686",Female,69,Yes,0,3,Stayed,No,50,3094,,
7529-ZDFXI,1,57,None,Yes,36.66,Yes,"Fiber Optic",9,No,Yes,No,No,No,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",89.85,4925.35,0,0,2089.62,7014.97,"La Verne",91750,34.144703,-117.770299,"35,530",Male,79,Yes,0,5,Stayed,No,36,4429,,
3197-ARFOY,0,19,None,Yes,7.95,No,"Fiber Optic",12,Yes,Yes,No,Yes,Yes,Yes,No,No,"One Year",Yes,"Mailed Check",105,2007.25,0,20,151.05,2178.3,Ontario,91761,34.035602,-117.591528,"56,280",Female,67,No,0,3,Stayed,No,59,3524,,
4716-HHKQH,3,20,None,Yes,27.56,Yes,"Fiber Optic",3,No,Yes,No,Yes,Yes,Yes,No,Yes,"One Year",No,"Bank Withdrawal",107.05,2172.05,0,0,551.2,2723.25,Pomona,91767,34.083086,-117.737997,"46,626",Male,68,Yes,0,3,Stayed,No,65,5328,,
3179-GBRWV,5,21,None,Yes,42.95,No,DSL,30,Yes,Yes,No,No,No,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",64.95,1339.8,0,0,901.95,2241.75,"San Gabriel",91775,34.114772,-118.089431,"23,444",Male,79,Yes,0,4,Stayed,No,23,4604,,
4847-TAJYI,0,6,"Offer E",Yes,8.06,No,"Fiber Optic",19,No,No,No,No,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",89.35,567.8,0,0,48.36,616.16,"Chula Vista",91911,32.607964,-117.059459,"71,126",Female,77,No,0,3,Stayed,No,75,2578,,
6851-WEFYX,4,35,None,Yes,2.12,Yes,"Fiber Optic",3,No,No,Yes,No,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",100.8,3437.5,0,0,74.2,3511.7,Descanso,91916,32.912664,-116.635387,"1,587",Male,73,Yes,0,5,Stayed,No,38,3318,,
3167-SNQPL,9,38,None,Yes,28.3,Yes,"Fiber Optic",27,No,Yes,No,No,Yes,Yes,No,Yes,"One Year",No,"Bank Withdrawal",101.15,3741.85,0,0,1075.4,4817.25,"Pine Valley",91962,32.800671,-116.483363,"1,604",Male,71,Yes,1,5,Stayed,No,78,4036,,
2799-ARNLO,0,5,"Offer E",Yes,9.56,No,"Fiber Optic",13,No,No,No,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",69.35,341.6,0,0,47.8,389.4,Bonsall,92003,33.290907,-117.202895,"3,849",Female,67,Yes,0,4,Stayed,No,41,5437,,
5701-YVSVF,9,11,"Offer D",Yes,29.15,No,"Fiber Optic",2,No,No,No,Yes,Yes,No,No,Yes,"One Year",Yes,"Bank Withdrawal",82.9,880.05,0,0,320.65,1200.7,Fallbrook,92028,33.362575,-117.299644,"42,239",Female,68,Yes,0,4,Stayed,No,21,4413,,
5697-GOMBF,3,28,None,No,0,No,DSL,58,No,No,No,No,Yes,No,No,No,"One Year",Yes,"Bank Withdrawal",35.9,973.65,0,40,0,1013.65,Julian,92036,32.980678,-116.262854,"3,577",Female,75,Yes,3,5,Stayed,No,34,5444,,
2739-CACDQ,0,17,"Offer D",Yes,1.06,Yes,"Fiber Optic",25,No,No,Yes,No,No,No,No,Yes,"One Year",Yes,"Credit Card",82.65,1470.05,0,0,18.02,1488.07,"La Jolla",92037,32.853743,-117.25034,"42,617",Female,79,No,0,4,Stayed,No,26,3754,,
6035-BXTTY,0,32,None,Yes,19.92,No,DSL,14,No,Yes,No,Yes,No,No,No,No,"One Year",No,"Bank Withdrawal",54.65,1830.1,0,10,637.44,2477.54,"Rancho Santa Fe",92067,33.012751,-117.200617,"7,615",Female,69,No,0,5,Stayed,No,56,4045,,
0021-IKXGC,0,1,"Offer E",Yes,7.77,Yes,"Fiber Optic",22,No,No,No,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",72.1,72.1,0,0,7.77,79.87,"San Marcos",92078,33.119028,-117.166036,"6,760",Female,72,No,0,4,Joined,No,50,4432,,
4654-DLAMQ,9,64,None,Yes,3.76,No,"Fiber Optic",11,Yes,Yes,Yes,No,No,Yes,No,Yes,"One Year",No,"Bank Withdrawal",97,6430.9,0,0,240.64,6671.54,"Warner Springs",92086,33.323705,-116.626907,"1,205",Female,69,Yes,0,3,Stayed,No,68,4053,,
4115-NZRKS,0,7,None,Yes,16.36,No,"Fiber Optic",28,No,No,No,No,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",89.15,574.35,0,0,114.52,688.87,"San Diego",92102,32.716007,-117.117462,"47,140",Female,72,No,0,5,Stayed,No,25,2415,,
3351-NGXYI,0,16,"Offer D",Yes,9.72,Yes,DSL,29,Yes,No,No,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",54.1,889,0,0,155.52,1044.52,"San Diego",92106,32.71346,-117.236378,"18,525",Female,70,No,0,3,Stayed,No,38,2276,,
8204-YJCLA,1,72,"Offer A",No,0,No,DSL,24,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",64.8,4732.35,0,0,0,4732.35,"San Ysidro",92173,32.555828,-117.040073,"28,488",Male,78,Yes,0,3,Stayed,No,68,4886,,
9774-NRNAU,5,27,None,Yes,33.57,Yes,DSL,21,No,Yes,Yes,Yes,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",84.8,2309.55,0,0,906.39,3215.94,Cabazon,92230,33.929812,-116.76058,"2,355",Male,77,Yes,0,3,Stayed,No,75,5352,,
0224-RLWWD,0,2,"Offer E",Yes,23.91,No,Cable,22,No,No,No,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",44.3,89.3,0,0,47.82,137.12,Calexico,92231,32.690654,-115.431225,"27,804",Female,73,No,0,3,Joined,No,44,3805,,
3951-NJCVI,10,42,None,Yes,42.29,Yes,"Fiber Optic",10,No,No,No,No,Yes,Yes,No,No,"One Year",Yes,"Bank Withdrawal",95.05,3944.5,0,100,1776.18,5820.68,"Cathedral City",92234,33.829583,-116.474131,"43,141",Female,76,Yes,0,4,Stayed,No,34,2677,,
